"approve","loanamt","term","caution","atotinc","cototinc","hrat","obrat","sex","university","race","married","dep","exper","self","score","delinq","mortperf","mortlat1","mortlat2"
1,175,360,0,5000,4000,19.9799995422363,35.5,"Male",1,"White",1,0,0,1,1,1,0,0,1
1,187,360,0,4042,4542,23,24,"Male",1,"White",1,1,0,0,1,1,0,0,0
1,310,360,0,13567,0,22.6000003814697,23.5,"Male",1,"White",1,2,0,0,0,1,0,0,0
1,345,180,0,12579,10342,19,23,"Female",1,"White",1,1,0,0,1,1,0,0,0
1,90,360,0,3333,0,28,28,"Male",1,"White",0,0,0,1,1,1,1,0,0
1,115,360,0,4333,0,28,29,"Male",1,"White",0,0,0,0,1,1,1,0,0
1,191,360,0,9560,0,30,37,"Male",1,"White",1,0,0,1,1,0,0,0,0
0,123,360,0,2400,2400,30,42,"Male",0,"White",0,0,0,0,1,1,1,0,0
1,122,360,0,2799,2253,27,40,"Male",1,"White",1,0,0,0,4,1,1,0,0
1,68,360,0,2887,0,25,25,"Male",1,"White",0,0,0,0,0,1,1,0,0
1,128,360,0,2202,3683,19,22,"Male",1,"Hispan",1,2,0,0,1,0,0,1,0
1,134,360,0,2773,1907,31,36,"Male",1,"White",0,0,0,0,2,1,1,0,0
1,72,360,0,2925,0,27,28,"Female",0,"White",1,2,0,0,1,1,0,0,0
1,110,360,0,4226,1040,21,21.8999996185303,"Male",0,"White",1,2,0,0,1,0,1,0,0
1,138,360,0,2988,2900,25.2999992370605,29.3999996185303,"Female",1,"White",1,0,0,0,0,1,1,0,0
1,248,360,0,5399,2583,27.7399997711182,39.7000007629395,"Male",1,"Hispan",1,2,0,0,4,1,1,0,0
1,99,360,0,4194,1057,19.8999996185303,29.7999992370605,"Male",0,"White",1,0,0,0,2,0,1,0,0
1,187,360,0,5850,1167,27.8999996185303,35.7000007629395,"Male",1,"White",1,1,0,0,0,1,1,0,0
1,90,360,0,3091,0,31.5100002288818,31.5,"Male",0,"White",0,0,0,0,1,1,1,0,0
1,130,300,0,3125,583,37,45,"Male",1,"White",0,0,1,0,2,1,1,0,0
1,2,360,0,2963,0,28,33,"Male",1,"White",0,0,0,0,2,1,1,0,0
1,132,360,0,4020,916,28,34,"Female",1,"Black",0,1,0,0,1,1,1,0,0
1,162,360,0,2185,1516,21.8999996185303,38.9000015258789,"Male",1,"Black",1,1,0,0,1,1,1,0,0
0,40,180,0,4166,0,13,47,"Male",1,"White",0,4,0,0,3,1,0,1,0
1,150,180,0,3000,2500,32,42,"Male",1,"White",1,0,0,0,4,1,1,0,0
1,94,360,0,2374,1213,28,36,"Male",0,"White",0,0,0,0,2,1,1,0,0
0,35,360,0,1442,0,29,75,"Male",0,"White",0,0,0,0,2,1,1,0,0
1,120,360,0,3750,2083,20,25,"Female",1,"Black",0,2,0,0,1,1,1,0,0
1,50,360,0,3517,0,19,21,"Male",0,"White",1,0,6,0,1,1,1,0,0
1,180,300,0,4442,8679,15,28,"Male",1,"White",0,0,0,0,0,1,0,0,0
1,732,360,0,23917,0,32,34,"Male",1,"Black",1,1,0,0,1,1,0,0,0
1,201,360,0,4166,3369,25,34,"Male",1,"White",1,1,0,0,2,1,0,0,0
1,183,360,0,3734,4581,22,32,"Female",1,"White",1,0,0,0,2,0,1,0,0
1,170,360,0,3500,2375,28,36,"Male",1,"White",1,1,0,0,1,1,1,0,0
0,166,360,0,12173,0,16,39,"Male",1,"White",1,2,0,1,2,1,1,0,0
0,74,360,0,3167,0,28,42,"Male",1,"White",0,0,0,0,1,1,1,0,0
0,124,360,0,4666,0,28,39,"Female",1,"Black",0,0,0,0,1,1,1,0,0
1,106,360,0,4692,0,24,31,"Male",1,"White",0,1,1,1,1,1,1,0,0
1,114,360,0,3500,1667,20.7199993133545,23.1000003814697,"Male",1,"Black",1,0,0,0,2,1,1,0,0
1,131,360,0,5667,0,29,38,"Male",1,"White",0,1,0,0,2,1,1,0,0
0,320,360,0,12500,3000,23,50,"Male",1,"White",0,3,0,0,2,1,0,0,0
1,192,360,0,8750,0,17,22,"Female",1,"Hispan",1,2,0,0,0,1,0,0,0
1,101,360,0,2493,1906,27.6700000762939,35.2999992370605,"Male",1,"White",0,0,1,0,2,1,1,0,0
1,68,360,0,3045,0,26.2000007629395,36.5,"Female",1,"White",0,0,0,0,1,1,1,0,0
1,155,360,0,2541,2862,31,31,"Female",1,"White",0,0,0,0,4,1,1,0,0
1,200,360,0,4583,2916,29,29,"Male",1,"White",1,2,0,0,1,1,1,0,0
1,115,360,0,2275,2067,28,36,"Male",1,"White",1,0,0,0,2,1,1,0,0
1,126,360,0,3786,333,32,34,"Male",1,"Black",1,3,0,0,1,0,1,0,0
1,300,360,0,9226,7916,21,21,"Male",1,"White",1,0,0,0,2,1,0,0,0
0,100,360,0,1828,1330,31,37,"Male",1,"White",1,0,0,0,0,0,1,0,0
1,235,360,0,8283,0,29.8999996185303,35.7000007629395,"Male",1,"White",0,0,0,0,2,1,0,0,0
1,65,360,0,2766,0,26.6000003814697,36.7999992370605,"Male",0,"White",1,0,0,0,1,1,1,0,0
1,144,360,0,3667,1459,31,36,"Female",1,"Hispan",1,0,0,0,2,1,1,0,0
1,135,360,0,5290,0,29,35,"Female",1,"White",0,0,0,0,1,1,1,0,0
1,184,360,0,4166,7210,17,26,"Male",1,"White",0,0,0,0,2,1,0,0,0
1,100,180,0,1300,3470,28,29,"Male",1,"White",0,0,6,0,1,1,1,0,0
1,110,360,0,3748,1668,22.2999992370605,22.2999992370605,"Male",0,"White",0,0,0,0,2,1,1,0,0
1,149,360,0,4800,0,30.5,32.2000007629395,"Female",1,"Hispan",0,0,0,0,1,1,1,0,0
1,450,360,0,22108,0,24,37,"Male",1,"White",1,0,0,0,4,1,0,0,0
0,80,360,0,3600,0,23,27,"Male",1,"Black",0,0,0,0,1,1,1,0,0
1,47,360,0,1800,1213,19,32,"Male",1,"White",0,0,0,0,1,1,1,0,0
0,48,360,0,1888,1620,16,19,"Male",0,"Hispan",1,1,0,0,1,1,1,0,0
1,160,360,0,7400,2550,18.1800003051758,21.2000007629395,"Male",1,"White",1,2,0,1,1,1,1,0,0
1,75,360,0,2400,0,32,32,"Male",1,"White",1,0,0,0,1,1,1,0,0
1,28,180,0,2083,0,24,25,"Female",0,"White",0,4,0,0,1,1,1,0,0
1,187,360,0,5142,0,32,33,"Male",0,"White",0,0,0,1,1,1,0,0,1
1,180,360,0,8675,0,21.6000003814697,34.0999984741211,"Male",1,"Hispan",1,4,0,1,1,1,1,0,0
1,100,300,0,3781,1200,52,58,"Male",0,"Black",1,1,0,0,1,1,0,0,0
1,101,360,0,3909,0,28.8899993896484,31.6000003814697,NA,1,"White",0,0,0,0,1,1,1,0,0
1,132,180,0,3293,2333,22,36,"Male",1,"White",1,1,0,0,4,0,1,0,0
1,160,360,0,5661,0,29,30,"Male",1,"White",1,2,0,0,1,1,0,0,0
1,134,360,0,3941,2336,15.6999998092651,22,"Male",1,"White",1,0,0,0,2,1,0,0,0
1,350,180,0,21666,0,21,33,"Female",1,"White",1,2,1,1,1,1,0,0,0
1,85,180,0,3247,1840,20.8999996185303,27.6000003814697,"Male",1,"White",1,2,0,0,1,1,0,0,0
1,91,360,0,2816,2492,23.4300003051758,36.0999984741211,"Male",1,"White",1,0,0,0,2,1,1,0,0
1,125,360,0,3765,0,30,36,"Female",0,"White",0,0,0,0,2,1,0,0,0
1,96,360,0,4695,0,22,37.0999984741211,"Male",0,"White",1,0,0,1,1,1,0,0,0
1,88,360,0,3410,0,27,30,"Female",1,"White",0,0,0,0,2,1,1,0,0
1,44,360,0,5649,0,12,41,"Male",1,"White",1,1,0,0,1,1,0,0,0
1,100,360,0,2791,3541,16,17,"Male",0,"White",0,0,0,0,0,1,0,0,0
1,56,360,0,8666,0,9,21,"Male",1,"White",0,0,0,0,1,1,1,0,0
1,182,360,1,3015,5280,22.6599998474121,33.2000007629395,"Male",0,"White",1,2,0,0,3,0,1,0,0
1,86,360,0,2121,2167,20.6000003814697,28.7999992370605,"Male",0,"White",1,0,1,0,2,1,1,0,0
1,129,360,0,4279,2060,22.7999992370605,38.0999984741211,"Male",1,"White",1,3,0,0,0,1,0,0,0
1,144,360,0,5821,0,28,37,"Male",1,"White",1,0,0,0,1,1,1,0,0
1,105,360,0,2013,3914,18.7999992370605,39.2999992370605,"Male",0,"White",1,0,0,0,0,1,1,0,0
0,120,360,0,2645,3440,21,49,"Female",1,"White",1,0,0,0,2,0,1,0,0
1,137,360,0,21117,0,9,17,"Male",1,"White",1,0,0,1,1,1,0,0,0
1,160,360,0,5580,631,29,30,"Male",1,"White",1,2,0,0,2,1,0,0,0
0,290,360,0,5400,4380,31.2000007629395,39.7999992370605,"Male",1,"White",1,0,0,0,1,1,0,0,0
1,70,300,0,2656,1257,21,36,"Male",1,"White",0,0,0,1,2,1,0,0,0
1,144,360,0,4000,2275,22.6000003814697,33.7999992370605,"Female",1,"White",0,0,0,0,4,1,1,0,0
1,199,360,0,7865,0,29,33,"Female",1,"White",0,0,0,0,1,0,1,0,0
0,148,360,0,0,24000,7,20,"Male",1,"White",0,0,6,0,2,0,0,1,0
1,237,360,0,8333,0,30,30,"Male",1,"White",0,0,0,0,1,1,1,0,0
1,100,360,0,1928,1644,29,36,"Female",0,"White",1,0,0,0,1,1,1,0,0
1,90,360,0,2430,2773,24,24,"Male",0,"White",0,1,0,0,3,0,1,0,0
1,120,360,0,3086,0,16.7000007629395,34.7000007629395,"Female",1,"Black",0,0,1,0,0,1,1,0,0
1,100,180,0,4050,0,31,40,"Male",0,"White",1,1,0,0,1,1,0,0,0
1,53,360,0,2622,0,26.3999996185303,35.5999984741211,"Female",0,"White",0,0,0,0,1,0,0,0,0
1,48,360,0,2250,0,28,38,"Female",1,"White",0,1,0,0,1,1,1,0,0
1,49,240,0,3200,550,33,43,"Male",0,"White",1,0,0,0,1,1,0,0,0
1,138,360,0,5250,0,26,35,"Male",1,"White",1,2,0,1,1,1,0,0,0
1,140,360,0,4363,1250,22,25,"Male",1,"White",1,2,0,0,4,1,0,0,0
1,112,360,0,4230,0,28,35,"Female",1,"White",0,0,0,0,2,1,1,0,0
1,70,360,0,2067,0,33,34,"Female",1,"White",0,0,0,0,2,1,1,0,0
1,86,300,0,3168,0,28,39,"Female",1,"Black",1,1,0,0,0,1,1,0,0
1,53,360,0,2505,1518,21,29,"Male",1,"Hispan",1,0,0,0,1,1,1,0,0
1,140,300,0,4107,2155,27,27,"Male",1,"White",1,0,6,0,1,1,0,0,0
1,275,360,0,7500,3750,27.3999996185303,36.5,"Male",1,"White",1,0,0,0,0,1,1,0,0
1,300,360,0,8600,1000,34,35,"Male",1,"White",1,3,0,0,2,1,0,0,0
1,140,360,0,3782,2667,22,37,"Female",1,"White",1,1,0,0,1,1,0,0,0
1,112,360,0,3729,670,28.3799991607666,37.2999992370605,"Male",0,"White",1,2,0,0,1,0,1,0,0
1,137,360,0,4980,4847,15,42,"Male",1,"Black",1,0,0,0,8,0,1,0,0
0,57,360,0,3772,833,15.1000003814697,36.7000007629395,"Male",1,"Black",1,0,0,0,1,0,0,1,0
1,230,360,0,9233,1416,21.2999992370605,21.7000007629395,"Male",1,"White",1,4,0,0,1,1,0,0,0
1,125,180,0,2942,2382,27.5799999237061,37.2999992370605,"Male",1,"White",0,0,0,0,2,1,1,0,0
1,75,360,0,2478,0,33.0999984741211,33.7000007629395,"Female",0,"White",0,0,0,0,0,1,0,0,0
1,187,360,0,6500,4333,21,28,"Male",1,"White",1,0,0,0,1,1,0,0,0
1,134,360,0,4616,0,27.5,36.5999984741211,"Male",1,"White",1,2,0,0,1,0,1,0,0
1,83,360,0,3879,1809,18.2999992370605,26.6000003814697,"Male",1,"White",1,0,0,0,0,1,1,0,0
1,26,300,0,2600,2388,10,19,"Female",1,"White",0,0,0,0,2,1,1,0,0
1,248,360,0,6812,2917,25,37,"Male",1,"White",1,1,0,0,1,0,1,0,0
1,192,360,0,6250,820,28,37,"Male",1,"White",1,2,0,0,4,0,0,0,0
1,108,360,0,3926,0,28,38,"Male",0,"Black",0,0,0,0,2,1,1,0,0
1,152,360,0,3268,1683,31,34,"Male",1,"White",0,0,1,0,2,0,1,0,0
0,286,360,0,11500,0,26,32,"Female",1,"White",1,1,0,1,3,1,0,0,0
1,158,360,0,2783,2708,28,28,"Male",1,"White",1,0,0,0,2,1,0,0,0
1,55,360,1,3226,957,24,27,"Male",1,"White",0,1,0,0,2,1,1,0,0
1,140,360,0,2708,1536,33,34,"Male",1,"White",1,0,0,0,1,1,1,0,0
1,101,360,0,2740,1541,23.2000007629395,37,"Male",1,"White",1,0,0,0,1,1,0,0,0
1,152,360,0,10500,0,15,36,"Male",1,"White",0,0,0,0,2,0,0,0,0
1,124,360,0,1987,1683,33.5999984741211,36.9000015258789,"Male",0,"White",1,0,0,0,1,1,1,0,0
1,187,180,0,10166,833,21,32,"Male",1,"White",1,2,0,0,1,0,1,0,0
1,97,360,0,2708,1167,28.2000007629395,36.5999984741211,"Male",1,"White",1,2,0,0,1,1,1,0,0
1,96,360,0,2132,1591,28,34,"Male",1,"White",1,0,0,0,2,1,1,0,0
1,124,360,0,3366,1145,29,34,"Male",1,"White",0,0,0,0,1,1,1,0,0
1,135,360,0,3366,2200,21.1800003051758,33.9000015258789,"Male",1,"White",1,0,0,0,3,1,1,0,0
1,180,360,0,8080,2250,19,26,"Male",1,"White",1,1,0,0,2,1,0,0,0
1,144,360,0,3357,2859,22,35,"Male",0,"Black",1,2,0,0,1,1,0,0,0
1,287,360,1,9303,0,30.8799991607666,34.0999984741211,"Male",1,"White",1,3,0,0,1,1,0,0,0
1,164,360,0,9167,0,20.9099998474121,38.4000015258789,"Male",1,"White",0,0,1,1,0,1,1,0,0
1,145,360,0,3328,2167,25,30,"Male",1,"White",1,0,0,0,1,0,0,0,0
0,176,360,0,3150,0,61.9000015258789,70,"Male",1,"White",0,0,0,0,1,1,1,0,0
1,450,360,0,12918,0,36,47,"Male",1,"White",1,2,0,0,4,0,0,0,0
1,120,360,1,2500,3796,20,25,"Male",1,"White",1,0,0,0,2,1,1,0,0
1,99,360,0,3029,0,26,32,"Male",1,"Black",1,3,0,0,0,1,1,0,0
0,165,180,0,2609,3449,32,37,"Male",0,"White",1,0,0,1,4,0,1,0,0
1,185,180,0,7350,4029,16,24,"Male",1,"White",1,2,0,0,1,1,1,0,0
1,130,360,0,4225,0,33,33.2999992370605,"Male",1,"White",1,2,0,0,2,1,0,0,0
1,90,360,0,2267,2792,20,35,"Male",1,"White",1,0,0,1,2,1,0,0,0
1,116,360,0,5833,0,18.8099994659424,33.7000007629395,"Male",1,"Black",0,0,0,1,2,1,0,1,0
1,105,360,0,3000,0,36,42,"Female",1,"White",0,0,0,0,1,1,1,0,0
0,147,360,0,4945,0,22,37,"Male",1,"White",1,1,0,0,2,0,0,0,0
1,95,180,0,3072,650,36,39,"Male",0,"White",1,2,0,0,1,0,0,0,0
1,116,360,0,3640,0,31,32,"Male",0,"White",1,4,0,0,2,1,1,0,0
1,152,180,0,5250,734,26,37,"Male",1,"White",1,2,0,0,4,1,1,0,0
1,135,360,0,3485,1834,27,29.6000003814697,"Female",1,"White",0,0,0,0,2,0,1,0,0
1,304,360,0,7700,4174,26.7800006866455,37.2999992370605,"Male",0,"Black",1,1,0,0,1,1,1,0,0
1,138,360,0,3643,1963,25,34,"Male",1,"White",0,0,0,0,1,1,1,0,0
1,100,360,0,5629,818,23,23,"Male",1,"White",1,0,6,0,1,1,1,0,0
1,110,360,0,3644,0,31,34,"Female",1,"White",0,0,0,0,2,1,0,0,0
0,116,360,0,4166,0,31,37,"Female",1,"White",0,0,0,0,1,1,1,0,0
1,136,360,0,4333,2166,22,28,"Male",1,"White",1,0,0,1,1,1,1,0,0
1,44,360,0,1833,0,25,33,"Female",0,"Hispan",0,0,0,0,0,1,1,0,0
0,258,360,0,5726,4595,27,33,"Male",1,"White",1,0,0,0,1,1,1,0,0
1,90,360,0,1750,2024,28.8299999237061,36.0999984741211,"Male",0,"White",1,0,1,0,1,1,1,0,0
1,97,360,0,4167,0,25,25,"Male",1,"White",0,0,1,0,1,1,1,0,0
0,126,180,0,3200,2254,27,46,"Male",0,"White",0,0,0,0,5,0,1,0,0
1,156,360,0,5667,0,29,29,"Male",1,"White",1,2,1,0,2,1,0,0,0
0,200,360,0,6500,2600,23.1299991607666,30.2999992370605,"Male",1,"White",0,0,0,0,1,1,1,0,0
1,84,360,0,3666,0,27.7999992370605,30.6000003814697,"Female",1,"White",0,0,0,0,2,0,1,0,0
1,185,360,0,4260,3900,24.8999996185303,31.2999992370605,"Male",1,"White",1,0,0,0,1,1,0,0,0
1,312,360,0,10750,0,26,43,"Male",1,"White",1,1,0,0,1,1,0,0,0
1,190,360,0,8500,3000,18,18,"Male",1,"White",1,0,9,0,2,1,1,0,0
1,315,360,0,6833,3421,29,32,"Male",1,"White",0,0,0,0,2,1,0,0,0
1,75,180,0,2731,70,30,33,"Male",1,"White",1,2,0,0,2,1,1,0,0
1,162,360,0,4163,1475,29.2999992370605,31.8999996185303,"Male",0,"White",1,0,0,0,2,0,0,0,0
1,125,60,0,7100,0,19.7999992370605,30.3999996185303,"Male",0,"White",1,3,0,1,1,1,0,0,0
1,96,360,0,3145,0,32.7000007629395,34.7999992370605,"Male",1,"White",1,1,0,0,1,1,1,0,0
1,80,360,0,3068,0,31,34,"Male",1,"Hispan",0,0,0,0,1,1,0,0,0
0,136,360,0,4300,0,27.1399993896484,42.9000015258789,"Female",1,"White",0,0,0,0,3,1,1,0,0
1,108,360,0,2356,1902,25.2199993133545,28,"Male",0,"White",0,0,0,0,2,1,1,0,0
1,172,360,0,3208,3066,27.8999996185303,36.0999984741211,"Male",1,"White",1,0,0,0,2,1,1,0,0
1,82,360,0,3117,0,31,33,"Female",1,"White",0,0,0,0,1,1,1,0,0
1,97,360,0,1875,1875,25.8299999237061,36.7000007629395,"Male",0,"White",1,2,0,1,2,1,1,0,0
1,138,360,0,5177,0,27.4899997711182,29.2000007629395,"Male",1,"White",0,0,1,0,1,1,1,0,0
1,93,180,0,3941,0,44,95,"Male",1,"White",1,0,0,1,2,0,0,1,0
1,81,300,0,3500,0,25,28,"Male",1,"White",0,0,0,0,1,1,1,0,0
1,151,360,0,2517,3362,25,39,"Male",0,"White",1,0,0,0,1,1,0,0,0
0,95,999999.375,0,4755,0,21,21,"Male",0,"Black",1,3,0,0,2,1,1,0,0
1,96,360,0,2188,2266,22.6000003814697,26.2999992370605,"Male",1,"White",1,1,0,0,1,1,0,0,0
1,100,360,0,3000,3000,31.3999996185303,33.7000007629395,"Female",1,"White",1,0,0,0,1,1,0,0,0
1,187,360,0,5266,1774,26.25,29.2000007629395,"Male",1,"Hispan",1,3,0,1,3,1,0,0,0
1,124,360,0,3685,2460,20.9500007629395,21.8999996185303,"Female",0,"White",1,0,0,0,4,1,1,0,0
1,113,480,0,3750,0,25.3299999237061,34.2000007629395,"Male",1,"White",0,0,0,0,2,1,0,0,0
0,176,360,0,3750,4750,20,33,"Male",1,"White",0,0,0,0,2,1,0,0,0
1,118,360,0,4120,0,29,32,"Female",1,"White",0,0,0,0,1,1,1,0,0
1,115,360,0,2860,1473,26,26,"Male",0,"White",1,0,0,0,1,1,1,0,0
0,110,360,0,1000,3022,29,45,"Male",1,"White",1,1,0,1,2,1,1,0,0
1,187,360,0,5008,2083,28.5,28.5,"Male",1,"White",1,2,0,0,1,1,1,0,0
1,135,360,0,3517,2565,24,25,"Male",1,"White",0,0,0,0,2,1,1,0,0
1,109,360,0,2916,2416,22,22,"Male",1,"White",0,0,0,0,2,1,1,0,0
0,180,300,0,3167,4000,17,56,"Male",1,"White",1,3,0,0,1,1,0,1,0
1,130,360,0,3333,2166,26,28.5,"Male",0,"Black",1,3,0,1,2,1,1,0,0
1,111,360,0,3846,0,28,31,"Female",1,"White",0,0,1,0,2,1,1,0,0
1,60,360,0,2395,0,26.3400001525879,35.2999992370605,"Male",1,"White",1,1,0,1,1,1,1,0,0
0,167,360,0,1378,1881,26,38,"Female",1,"Black",1,2,0,0,2,1,1,0,0
1,187,360,0,6792,3338,23,41,"Male",1,"White",0,0,0,0,4,1,0,0,0
1,98,180,0,4041,3140,16,33,"Male",1,"White",1,2,0,0,4,0,1,0,0
1,187,360,0,8000,250,26,29,"Male",0,"White",1,3,0,1,3,1,0,0,0
1,136,360,0,4160,2109,23,30,"Male",1,"White",0,0,0,0,1,0,1,0,0
1,182,360,0,4153,2897,26,37,"Male",1,"White",1,1,0,0,2,1,0,0,0
0,265,360,0,6000,2250,28.0599994659424,35.7999992370605,"Male",1,"Black",1,0,0,0,2,0,1,0,0
1,264,360,0,5834,3035,33,39,"Male",1,"White",1,0,1,0,1,1,1,0,0
1,50,240,1,3988,0,12,12,"Male",1,"White",1,1,0,0,0,1,1,0,0
1,87,360,0,3248,0,15.0600004196167,35.2999992370605,"Male",0,"Hispan",0,0,0,0,1,1,0,0,0
1,90,360,0,3320,1820,21,45,"Male",0,"Black",1,0,0,0,2,0,0,0,0
1,176,360,0,3667,2625,29,32,"Male",1,"White",1,0,1,0,2,1,1,0,0
1,136,360,0,2366,2531,31.3999996185303,31.3999996185303,"Male",1,"Hispan",0,0,1,0,3,1,1,0,0
1,99,360,1,3333,2000,17,23,"Male",0,"White",1,2,0,0,1,1,0,0,0
1,70,360,0,2489,3943,13,21,"Female",0,"White",1,4,0,0,1,0,0,0,0
1,104,360,0,2500,2118,23,32,"Male",1,"White",1,0,0,0,1,0,1,0,0
1,129,360,0,6400,0,19.2000007629395,37.0999984741211,"Male",0,"White",0,0,0,0,1,1,1,0,0
1,124,360,0,2419,1707,31.8999996185303,37.9000015258789,"Male",1,"White",1,1,0,0,2,1,1,0,0
1,55,300,0,3440,0,18,18,"Male",1,"White",1,0,0,0,0,1,1,0,0
1,135,360,0,2680,0,46,46,"Male",1,"White",0,0,0,0,1,1,1,0,0
